hospcode,name,prigov,type,org,region,provcode,prov,distcode,dist,subdistcode,subdist
01886,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยสูบ ตำบลนามะตูม,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,20,ชลบุรี,2006,พนัสนิคม,200620,นามะตูม
04190,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาหนองทุ่ม   ตำบลกุดดินจี่,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,8,39,หนองบัวลำภู,3902,นากลาง,390205,กุดดินจี่
04032,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านไร่,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,36,ชัยภูมิ,3609,เทพสถิต,360904,บ้านไร่
06630,โรงพยาบาลส่งเสริมสุขภาพตำบลศรีถ้อย,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,56,พะเยา,5607,แม่ใจ,560702,ศรีถ้อย
10115,โรงพยาบาลส่งเสริมสุขภาพตำบลจอเบาะ  ตำบลจอเบาะ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,96,นราธิวาส,9604,ยี่งอ,960403,จอเบาะ
07944,โรงพยาบาลส่งเสริมสุขภาพตำบลวังเย็น,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,70,ราชบุรี,7006,บางแพ,700602,วังเย็น
05875,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปง ตำบลอินทขิล,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,50,เชียงใหม่,5006,แม่แตง,500613,อินทขิล
02945,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองทำนบ ตำบลบุกระสัง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,31,บุรีรัมย์,3105,หนองกี่,310510,บุกระสัง
04811,โรงพยาบาลส่งเสริมสุขภาพตำบลหอคำ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,8,38,บึงกาฬ,3801,บึงกาฬ,380104,หอคำ
09391,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพละ ตำบลเขาไชยราช,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,11,86,ชุมพร,8603,ปะทิว,860307,เขาไชยราช
06362,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเวียง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,54,แพร่,5402,ร้องกวาง,540206,บ้านเวียง
05254,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองขาม  ตำบลหนองขาม,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,45,ร้อยเอ็ด,4514,อาจสามารถ,451406,หนองขาม
07365,โรงพยาบาลส่งเสริมสุขภาพตำบลโมโกร,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,2,63,ตาก,6308,อุ้มผาง,630803,โมโกร
03975,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองข่า,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,36,ชัยภูมิ,3604,เกษตรสมบูรณ์,360408,หนองข่า
02607,โรงพยาบาลส่งเสริมสุขภาพตำบลหินโคน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,30,นครราชสีมา,3006,จักราช,300613,หินโคน
08131,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองไผ่เดิม ตำบลหนองไผ่,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,71,กาญจนบุรี,7111,ด่านมะขามเตี้ย,711104,หนองไผ่
03506,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแดง ตำบลเสียว,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,33,ศรีสะเกษ,3319,เบญจลักษ์,331901,เสียว
33160,นพเวชคลินิกเวชกรรม สาขาคลอง 4 ลำลูกกา,เอกชน,คลินิกเอกชน,เอกชน,4,13,ปทุมธานี,1306,ลำลูกกา,130602,ลาดสวาย
08234,โรงพยาบาลส่งเสริมสุขภาพตำบลมดแดง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,72,สุพรรณบุรี,7205,ศรีประจันต์,720503,มดแดง
08803,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านจุฬาภรณ์พัฒนา,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,80,นครศรีธรรมราช,8005,พิปูน,800503,เขาพระ
05572,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกนาดี ตำบลแมดนาท่ม,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,8,47,สกลนคร,4715,โคกศรีสุพรรณ,471504,แมดนาท่ม
40879,มิตรไมตรีคลินิกเวชกรรม(คลองประปา),เอกชน,คลินิกเอกชน,เอกชน,4,12,นนทบุรี,1201,เมืองนนทบุรี,120103,บางเขน
01972,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองม่วง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,21,ระยอง,2104,วังจันทร์,210402,ชุมแสง
03773,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพนเมือง ตำบลโนนกาเล็น,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,34,อุบลราชธานี,3422,สำโรง,342205,โนนกาเล็น
04680,โรงพยาบาลส่งเสริมสุขภาพตำบลนาแขม,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,8,42,เลย,4201,เมืองเลย,420112,นาแขม
02983,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบึงเจริญ ตำบลบึงเจริญ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,31,บุรีรัมย์,3108,บ้านกรวด,310807,บึงเจริญ
07616,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคลองคู้ ตำบลท่าหลวง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,3,66,พิจิตร,6601,เมืองพิจิตร,660109,ท่าหลวง
01378,โรงพยาบาลส่งเสริมสุขภาพตำบลป่าโมก,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,15,อ่างทอง,1503,ป่าโมก,150302,ป่าโมก
02711,โรงพยาบาลส่งเสริมสุขภาพตำบลน้ำซับ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,9,30,นครราชสีมา,3014,ปักธงชัย,301405,ตะขบ
77745,ศูนย์สุขภาพชุมชนเมืองโรงพยาบาลอุดรธานี 1,รัฐบาล,ศูนย์สุขภาพชุมชน ของ รพ. / เมือง (ศสม.),กระทรวงสาธารณสุข,8,41,อุดรธานี,4101,เมืองอุดรธานี,410101,หมากแข้ง
04428,โรงพยาบาลส่งเสริมสุขภาพตำบลคำแคน,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,40,ขอนแก่น,4017,มัญจาคีรี,401705,คำแคน
03632,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนสว่าง ตำบลโสกแสง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,34,อุบลราชธานี,3408,นาจะหลวย,340805,โสกแสง
11331,โรงพยาบาลนาบอน,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,11,80,นครศรีธรรมราช,8010,นาบอน,801001,นาบอน
01801,โรงพยาบาลส่งเสริมสุขภาพตำบลห้วยบง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,19,สระบุรี,1913,เฉลิมพระเกียรติ,191305,ห้วยบง
07719,โรงพยาบาลส่งเสริมสุขภาพตำบลวังซอง ตำบลท่าพล,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,2,67,เพชรบูรณ์,6701,เมืองเพชรบูรณ์,670107,ท่าพล
08418,โรงพยาบาลส่งเสริมสุขภาพตำบลนิลเพชร,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,73,นครปฐม,7305,บางเลน,730510,นิลเพชร
05459,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงพัฒนา ตำบลธาตุนาเวง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,8,47,สกลนคร,4701,เมืองสกลนคร,470116,ธาตุนาเวง
05153,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพธิ์ชัย   ตำบลโพธิ์ชัย,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,45,ร้อยเอ็ด,4506,พนมไพร,450611,โพธิ์ชัย
03355,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านขนุน  ตำบลโสน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,33,ศรีสะเกษ,3305,ขุขันธ์,330505,โสน
05923,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งกู่ ตำบลป่าตุ้ม,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,50,เชียงใหม่,5011,พร้าว,501103,ป่าตุ้ม
10775,โรงพยาบาลภาชี,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,4,14,พระนครศรีอยุธยา,1409,ภาชี,140901,ภาชี
10716,โรงพยาบาลน่าน,รัฐบาล,โรงพยาบาลทั่วไป,กระทรวงสาธารณสุข,1,55,น่าน,5501,เมืองน่าน,550101,ในเวียง
06429,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านไฮย้อย,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,54,แพร่,5407,วังชิ้น,540702,สรอย
10104,โรงพยาบาลส่งเสริมสุขภาพตำบลนานาค ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,96,นราธิวาส,9602,ตากใบ,960207,นานาค
02561,โรงพยาบาลส่งเสริมสุขภาพตำบลดอนแสนสุข,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,30,นครราชสีมา,3002,ครบุรี,300203,ครบุรี
04208,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยมะหลี่ ตำบลโนนเมือง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,8,39,หนองบัวลำภู,3903,โนนสัง,390306,โนนเมือง
10127,โรงพยาบาลส่งเสริมสุขภาพตำบลบาโงสะโต,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,96,นราธิวาส,9605,ระแงะ,960508,บาโงสะโต
04395,โรงพยาบาลส่งเสริมสุขภาพตำบลทางขวาง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,40,ขอนแก่น,4014,แวงน้อย,401406,ทางขวาง
01948,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเนินหย่อง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,6,21,ระยอง,2103,แกลง,210302,วังหว้า
11177,โรงพยาบาลเวียงสา,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,1,55,น่าน,5507,เวียงสา,550701,กลางเวียง
09985,โรงพยาบาลส่งเสริมสุขภาพตำบลมะนังยง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,12,94,ปัตตานี,9409,ยะหริ่ง,940915,มะนังยง
01319,โรงพยาบาลส่งเสริมสุขภาพตำบลเจ้าเสด็จ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,14,พระนครศรีอยุธยา,1412,เสนา,141217,เจ้าเสด็จ
13865,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านรุน ตำบลอาโพน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,32,สุรินทร์,3213,บัวเชด,321305,อาโพน
08064,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกระต่ายเต้น ตำบลท่าไม้,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,71,กาญจนบุรี,7105,ท่ามะกา,710504,ท่าไม้
04686,โรงพยาบาลส่งเสริมสุขภาพตำบลท่าสะอาด,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,8,42,เลย,4202,นาด้วง,420203,ท่าสะอาด
14035,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองอาสา  ตำบลเมืองการุ้ง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,3,61,อุทัยธานี,6106,บ้านไร่,610606,เมืองการุ้ง
01960,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพธิฐาน,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,6,21,ระยอง,2103,แกลง,210309,ทุ่งควายกิน
07477,โรงพยาบาลส่งเสริมสุขภาพตำบลงิ้วงาม,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,2,65,พิษณุโลก,6501,เมืองพิษณุโลก,650120,งิ้วงาม
77753,โรงพยาบาลเกาะพีพี,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,11,81,กระบี่,8101,เมืองกระบี่,810116,อ่าวนาง
10228,สถานบริการสาธารณสุขชุมชนบ้านแปดอุ้ม ,รัฐบาล,สถานบริการสาธารณสุขชุมชน,กระทรวงสาธารณสุข,10,34,อุบลราชธานี,3409,น้ำยืน,340904,โดมประดิษฐ์
03935,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองบัวขาว,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,36,ชัยภูมิ,3601,เมืองชัยภูมิ,360107,ชีลอง
06632,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองสระ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,56,พะเยา,5607,แม่ใจ,560704,ป่าแฝก
07911,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านไร่,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,70,ราชบุรี,7004,ดำเนินสะดวก,700408,บ้านไร่
01846,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองพังแค,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,20,ชลบุรี,2004,บางละมุง,200402,หนองปรือ
08647,โรงพยาบาลส่งเสริมสุขภาพตำบลท่าช้าง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,76,เพชรบุรี,7606,บ้านลาด,760616,ท่าช้าง
03109,โรงพยาบาลส่งเสริมสุขภาพตำบลแสลงพันธ์,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,32,สุรินทร์,3201,เมืองสุรินทร์,320125,แสลงพันธ์
08680,โรงพยาบาลส่งเสริมสุขภาพตำบลนิคมสร้างตนเอง กม.12 ตำบลอ่าวน้อย,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,77,ประจวบคีรีขันธ์,7701,เมืองประจวบคีรีขันธ์,770105,อ่าวน้อย
07243,โรงพยาบาลส่งเสริมสุขภาพตำบลจันทิมา ตำบลจันทิมา,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,3,62,กำแพงเพชร,6207,ลานกระบือ,620707,จันทิมา
01360,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านอิฐ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,15,อ่างทอง,1501,เมืองอ่างทอง,150108,บ้านอิฐ
09657,โรงพยาบาลส่งเสริมสุขภาพตำบลนาโยงใต้,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,92,ตรัง,9201,เมืองตรัง,920108,นาโยงใต้
09695,โรงพยาบาลส่งเสริมสุขภาพตำบลในควน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,92,ตรัง,9203,ย่านตาขาว,920304,ในควน
06794,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพระเนตร,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,57,เชียงราย,5714,ขุนตาล,571401,ต้า
02075,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งเพล ตำบลฉมัน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,22,จันทบุรี,2205,มะขาม,220506,ฉมัน
04305,โรงพยาบาลส่งเสริมสุขภาพตำบลวังหินลาด,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,40,ขอนแก่น,4005,ชุมแพ,400508,วังหินลาด
08405,โรงพยาบาลส่งเสริมสุขภาพตำบลดอนรวก,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,73,นครปฐม,7304,ดอนตูม,730406,ดอนรวก
02100,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังไม้แดง ตำบลสามพี่น้อง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,22,จันทบุรี,2208,แก่งหางแมว,220803,สามพี่น้อง
08972,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโรงเหล็ก ตำบลนบพิตำ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,80,นครศรีธรรมราช,8021,นบพิตำ,802101,นบพิตำ
10001,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสะตา,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,94,ปัตตานี,9410,ยะรัง,941011,กอลำ
03966,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหัน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,36,ชัยภูมิ,3604,เกษตรสมบูรณ์,360402,บ้านหัน
08805,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังวัว ตำบลควนกลาง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,80,นครศรีธรรมราช,8005,พิปูน,800505,ควนกลาง
05742,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองแวง ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,10,49,มุกดาหาร,4901,เมืองมุกดาหาร,490103,บ้านโคก
09383,โรงพยาบาลส่งเสริมสุขภาพตำบลสะพลี,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,11,86,ชุมพร,8603,ปะทิว,860303,สะพลี
07518,โรงพยาบาลส่งเสริมสุขภาพตำบลสวนเมี่ยง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,2,65,พิษณุโลก,6503,ชาติตระการ,650303,สวนเมี่ยง
02135,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าเส้น ตำบลแหลมกลัด,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,23,ตราด,2301,เมืองตราด,230114,แหลมกลัด
08648,โรงพยาบาลส่งเสริมสุขภาพตำบลถ้ำรงค์,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,76,เพชรบุรี,7606,บ้านลาด,760617,ถ้ำรงค์
77710,ศูนย์สุขภาพชุมชนที่ 4 โรงพยาบาลหัวไทร,รัฐบาล,ศูนย์สุขภาพชุมชน ของ รพ. / เมือง (ศสม.),กระทรวงสาธารณสุข,11,80,นครศรีธรรมราช,8016,หัวไทร,801602,หน้าสตน
05854,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านป่าดู่ ตำบลป่าลาน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,50,เชียงใหม่,5005,ดอยสะเก็ด,500506,ป่าลาน
08823,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านควนชิง  ตำบลเคร็ง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,80,นครศรีธรรมราช,8007,ชะอวด,800704,เคร็ง
09086,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบางหลาม ตำบลท่าอยู่,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,82,พังงา,8204,ตะกั่วทุ่ง,820404,ท่าอยู่
11176,โรงพยาบาลท่าวังผา,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,1,55,น่าน,5506,ท่าวังผา,550609,ท่าวังผา
06418,โรงพยาบาลส่งเสริมสุขภาพตำบลห้วยหม้าย,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,54,แพร่,5406,สอง,540603,ห้วยหม้าย
08796,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาเส ตำบลนากะชะ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,80,นครศรีธรรมราช,8004,ฉวาง,800407,นากะชะ
10790,โรงพยาบาลโคกสำโรง,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,4,16,ลพบุรี,1603,โคกสำโรง,160301,โคกสำโรง
08918,โรงพยาบาลส่งเสริมสุขภาพตำบลควนเกย,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,80,นครศรีธรรมราช,8013,ร่อนพิบูลย์,801304,ควนเกย
21428,คลินิกดร.แคร์ คลีนิค,เอกชน,คลินิกเอกชน,เอกชน,4,12,นนทบุรี,1201,เมืองนนทบุรี,120103,บางเขน
22757,สถานพยาบาลเรือนจำกลางพิษณุโลก,รัฐบาล,ศูนย์บริการสาธารณสุข,กระทรวงยุติธรรม,2,65,พิษณุโลก,6508,วังทอง,650801,วังทอง
08054,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าสนุ่น ตำบลด่านแม่แฉลบ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,71,กาญจนบุรี,7104,ศรีสวัสดิ์,710402,ด่านแม่แฉลบ
08590,โรงพยาบาลส่งเสริมสุขภาพตำบลห้วยท่าช้าง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,76,เพชรบุรี,7602,เขาย้อย,760209,ห้วยท่าช้าง
06141,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าสี ตำบลบ้านดง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,52,ลำปาง,5202,แม่เมาะ,520201,บ้านดง
08582,โรงพยาบาลส่งเสริมสุขภาพตำบลสระพัง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,76,เพชรบุรี,7602,เขาย้อย,760202,สระพัง
15230,ศูนย์สุขภาพชุมชนบ้านเกิ้ง,รัฐบาล,ศูนย์บริการสาธารณสุข,กระทรวงสาธารณสุข,7,40,ขอนแก่น,4010,บ้านไผ่,401001,บ้านไผ่
01961,โรงพยาบาลส่งเสริมสุขภาพตำบลกองดิน,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,6,21,ระยอง,2103,แกลง,210310,กองดิน
09691,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งเกาะญวน ตำบลหนองบ่อ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,92,ตรัง,9203,ย่านตาขาว,920302,หนองบ่อ
07990,โรงพยาบาลส่งเสริมสุขภาพตำบลอ่างหิน,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,70,ราชบุรี,7008,ปากท่อ,700808,อ่างหิน
07093,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งมน  ตำบลไผ่เขียว,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,3,61,อุทัยธานี,6103,สว่างอารมณ์,610304,ไผ่เขียว
02205,โรงพยาบาลส่งเสริมสุขภาพตำบลบางกระเจ็ด หมู่ที่ 4,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,24,ฉะเชิงเทรา,2402,บางคล้า,240208,บางกระเจ็ด
01806,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองรี,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,20,ชลบุรี,2001,เมืองชลบุรี,200106,หนองรี
03623,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำกลาง ตำบลป่าโมง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,34,อุบลราชธานี,3407,เดชอุดม,340721,ป่าโมง
06737,โรงพยาบาลส่งเสริมสุขภาพตำบลป่าตึง ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,57,เชียงราย,5707,แม่จัน,570708,ป่าตึง
99956,ศูนย์สุขภาพชุมชนโรงพยาบาลเกาะลันตา,รัฐบาล,ศูนย์สุขภาพชุมชน ของ รพ. / เมือง (ศสม.),กระทรวงสาธารณสุข,11,81,กระบี่,8103,เกาะลันตา,810301,เกาะลันตาใหญ่
