จังหวัด,อำเภอ,ตำบล,Login Code
มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,490101
มุกดาหาร,เมืองมุกดาหาร,ศรีบุญเรือง,490102
มุกดาหาร,เมืองมุกดาหาร,บ้านโคก,490103
มุกดาหาร,เมืองมุกดาหาร,บางทรายใหญ่,490104
มุกดาหาร,เมืองมุกดาหาร,โพนทราย,490105
มุกดาหาร,เมืองมุกดาหาร,ผึ่งแดด,490106
มุกดาหาร,เมืองมุกดาหาร,นาโสก,490107
มุกดาหาร,เมืองมุกดาหาร,นาสีนวน,490108
มุกดาหาร,เมืองมุกดาหาร,คำป่าหลาย,490109
มุกดาหาร,เมืองมุกดาหาร,คำอาฮวน,490110
มุกดาหาร,เมืองมุกดาหาร,ดงเย็น,490111
มุกดาหาร,เมืองมุกดาหาร,ดงมอน,490112
มุกดาหาร,เมืองมุกดาหาร,กุดแข้,490113
มุกดาหาร,นิคมคำสร้อย,นิคมคำสร้อย,490201
มุกดาหาร,นิคมคำสร้อย,นากอก,490202
มุกดาหาร,นิคมคำสร้อย,หนองแวง,490203
มุกดาหาร,นิคมคำสร้อย,กกแดง,490204
มุกดาหาร,นิคมคำสร้อย,นาอุดม,490205
มุกดาหาร,นิคมคำสร้อย,โชคชัย,490206
มุกดาหาร,นิคมคำสร้อย,ร่มเกล้า,490207
มุกดาหาร,ดอนตาล,ดอนตาล,490301
มุกดาหาร,ดอนตาล,โพธิ์ไทร,490302
มุกดาหาร,ดอนตาล,ป่าไร่,490303
มุกดาหาร,ดอนตาล,เหล่าหมี,490304
มุกดาหาร,ดอนตาล,บ้านบาก,490305
มุกดาหาร,ดอนตาล,นาสะเม็ง,490306
มุกดาหาร,ดอนตาล,บ้านแก้ง,490307
มุกดาหาร,ดงหลวง,ดงหลวง,490401
มุกดาหาร,ดงหลวง,หนองบัว,490402
มุกดาหาร,ดงหลวง,กกตูม,490403
มุกดาหาร,ดงหลวง,หนองแคน,490404
มุกดาหาร,ดงหลวง,ชะโนดน้อย,490405
มุกดาหาร,ดงหลวง,พังแดง,490406
มุกดาหาร,คำชะอี,บ้านซ่ง,490503
มุกดาหาร,คำชะอี,คำชะอี,490504
มุกดาหาร,คำชะอี,หนองเอี่ยน,490505
มุกดาหาร,คำชะอี,บ้านค้อ,490506
มุกดาหาร,คำชะอี,บ้านเหล่า,490507
มุกดาหาร,คำชะอี,โพนงาม,490508
มุกดาหาร,คำชะอี,เหล่าสร้างถ่อ,490511
มุกดาหาร,คำชะอี,คำบก,490512
มุกดาหาร,คำชะอี,น้ำเที่ยง,490514
มุกดาหาร,หว้านใหญ่,หว้านใหญ่,490601
มุกดาหาร,หว้านใหญ่,ป่งขาม,490602
มุกดาหาร,หว้านใหญ่,บางทรายน้อย,490603
มุกดาหาร,หว้านใหญ่,ชะโนด,490604
มุกดาหาร,หว้านใหญ่,ดงหมู,490605
มุกดาหาร,หนองสูง,หนองสูง,490701
มุกดาหาร,หนองสูง,โนนยาง,490702
มุกดาหาร,หนองสูง,ภูวง,490703
มุกดาหาร,หนองสูง,บ้านเป้า,490704
มุกดาหาร,หนองสูง,หนองสูงใต้,490705
มุกดาหาร,หนองสูง,หนองสูงเหนือ,490706
เชียงใหม่,เมืองเชียงใหม่,ศรีภูมิ,500101
เชียงใหม่,เมืองเชียงใหม่,พระสิงห์,500102
เชียงใหม่,เมืองเชียงใหม่,หายยา,500103
เชียงใหม่,เมืองเชียงใหม่,ช้างม่อย,500104
เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,500105
เชียงใหม่,เมืองเชียงใหม่,วัดเกต,500106
เชียงใหม่,เมืองเชียงใหม่,ช้างเผือก,500107
เชียงใหม่,เมืองเชียงใหม่,สุเทพ,500108
เชียงใหม่,เมืองเชียงใหม่,แม่เหียะ,500109
เชียงใหม่,เมืองเชียงใหม่,ป่าแดด,500110
เชียงใหม่,เมืองเชียงใหม่,หนองหอย,500111
เชียงใหม่,เมืองเชียงใหม่,ท่าศาลา,500112
เชียงใหม่,เมืองเชียงใหม่,หนองป่าครั่ง,500113
เชียงใหม่,เมืองเชียงใหม่,ฟ้าฮ่าม,500114
เชียงใหม่,เมืองเชียงใหม่,ป่าตัน,500115
เชียงใหม่,เมืองเชียงใหม่,สันผีเสื้อ,500116
เชียงใหม่,จอมทอง,บ้านหลวง,500203
เชียงใหม่,จอมทอง,ข่วงเปา,500204
เชียงใหม่,จอมทอง,สบเตี๊ยะ,500205
เชียงใหม่,จอมทอง,บ้านแปะ,500206
เชียงใหม่,จอมทอง,ดอยแก้ว,500207
เชียงใหม่,จอมทอง,แม่สอย,500209
เชียงใหม่,แม่แจ่ม,ช่างเคิ่ง,500301
เชียงใหม่,แม่แจ่ม,ท่าผา,500302
เชียงใหม่,แม่แจ่ม,บ้านทับ,500303
เชียงใหม่,แม่แจ่ม,แม่ศึก,500304
เชียงใหม่,แม่แจ่ม,แม่นาจร,500305
เชียงใหม่,แม่แจ่ม,ปางหินฝน,500307
เชียงใหม่,แม่แจ่ม,กองแขก,500308
เชียงใหม่,เชียงดาว,เชียงดาว,500401
เชียงใหม่,เชียงดาว,เมืองนะ,500402
เชียงใหม่,เชียงดาว,เมืองงาย,500403
เชียงใหม่,เชียงดาว,แม่นะ,500404
เชียงใหม่,เชียงดาว,เมืองคอง,500405
เชียงใหม่,เชียงดาว,ปิงโค้ง,500406
เชียงใหม่,เชียงดาว,ทุ่งข้าวพวง,500407
เชียงใหม่,ดอยสะเก็ด,เชิงดอย,500501
เชียงใหม่,ดอยสะเก็ด,สันปูเลย,500502
เชียงใหม่,ดอยสะเก็ด,ลวงเหนือ,500503
เชียงใหม่,ดอยสะเก็ด,ป่าป้อง,500504
เชียงใหม่,ดอยสะเก็ด,สง่าบ้าน,500505
เชียงใหม่,ดอยสะเก็ด,ป่าลาน,500506
เชียงใหม่,ดอยสะเก็ด,ตลาดขวัญ,500507
เชียงใหม่,ดอยสะเก็ด,สำราญราษฎร์,500508
เชียงใหม่,ดอยสะเก็ด,แม่คือ,500509
เชียงใหม่,ดอยสะเก็ด,ตลาดใหญ่,500510
เชียงใหม่,ดอยสะเก็ด,แม่ฮ้อยเงิน,500511
เชียงใหม่,ดอยสะเก็ด,แม่โป่ง,500512
เชียงใหม่,ดอยสะเก็ด,ป่าเมี่ยง,500513
เชียงใหม่,ดอยสะเก็ด,เทพเสด็จ,500514
เชียงใหม่,แม่แตง,สันมหาพน,500601
เชียงใหม่,แม่แตง,แม่แตง,500602
เชียงใหม่,แม่แตง,ขี้เหล็ก,500603
เชียงใหม่,แม่แตง,ช่อแล,500604
เชียงใหม่,แม่แตง,แม่หอพระ,500605
เชียงใหม่,แม่แตง,สบเปิง,500606
เชียงใหม่,แม่แตง,บ้านเป้า,500607
เชียงใหม่,แม่แตง,สันป่ายาง,500608
เชียงใหม่,แม่แตง,ป่าแป๋,500609
เชียงใหม่,แม่แตง,เมืองก๋าย,500610
เชียงใหม่,แม่แตง,บ้านช้าง,500611
เชียงใหม่,แม่แตง,กื้ดช้าง,500612
เชียงใหม่,แม่แตง,อินทขิล,500613
เชียงใหม่,แม่ริม,ริมใต้,500701
เชียงใหม่,แม่ริม,ริมเหนือ,500702
เชียงใหม่,แม่ริม,สันโป่ง,500703
เชียงใหม่,แม่ริม,ขี้เหล็ก,500704
เชียงใหม่,แม่ริม,สะลวง,500705
เชียงใหม่,แม่ริม,ห้วยทราย,500706
เชียงใหม่,แม่ริม,แม่แรม,500707
เชียงใหม่,แม่ริม,โป่งแยง,500708
เชียงใหม่,แม่ริม,แม่สา,500709
เชียงใหม่,แม่ริม,ดอนแก้ว,500710
เชียงใหม่,แม่ริม,เหมืองแก้ว,500711
เชียงใหม่,สะเมิง,สะเมิงใต้,500801
เชียงใหม่,สะเมิง,สะเมิงเหนือ,500802
เชียงใหม่,สะเมิง,แม่สาบ,500803
เชียงใหม่,สะเมิง,บ่อแก้ว,500804
เชียงใหม่,สะเมิง,ยั้งเมิน,500805
เชียงใหม่,ฝาง,เวียง,500901
เชียงใหม่,ฝาง,ม่อนปิ่น,500903
เชียงใหม่,ฝาง,แม่งอน,500904
เชียงใหม่,ฝาง,แม่สูน,500905
เชียงใหม่,ฝาง,สันทราย,500906
เชียงใหม่,ฝาง,แม่คะ,500910
เชียงใหม่,ฝาง,แม่ข่า,500911
เชียงใหม่,ฝาง,โป่งน้ำร้อน,500912
เชียงใหม่,แม่อาย,แม่อาย,501001
เชียงใหม่,แม่อาย,แม่สาว,501002
เชียงใหม่,แม่อาย,สันต้นหมื้อ,501003
เชียงใหม่,แม่อาย,แม่นาวาง,501004
เชียงใหม่,แม่อาย,ท่าตอน,501005
เชียงใหม่,แม่อาย,บ้านหลวง,501006
เชียงใหม่,แม่อาย,มะลิกา,501007
เชียงใหม่,พร้าว,เวียง,501101
เชียงใหม่,พร้าว,ทุ่งหลวง,501102
เชียงใหม่,พร้าว,ป่าตุ้ม,501103
เชียงใหม่,พร้าว,ป่าไหน่,501104
เชียงใหม่,พร้าว,สันทราย,501105
เชียงใหม่,พร้าว,บ้านโป่ง,501106
เชียงใหม่,พร้าว,น้ำแพร่,501107
เชียงใหม่,พร้าว,เขื่อนผาก,501108
เชียงใหม่,พร้าว,แม่แวน,501109
เชียงใหม่,พร้าว,แม่ปั๋ง,501110
เชียงใหม่,พร้าว,โหล่งขอด,501111
เชียงใหม่,สันป่าตอง,ยุหว่า,501201
เชียงใหม่,สันป่าตอง,สันกลาง,501202
เชียงใหม่,สันป่าตอง,ท่าวังพร้าว,501203
เชียงใหม่,สันป่าตอง,มะขามหลวง,501204
เชียงใหม่,สันป่าตอง,แม่ก๊า,501205
เชียงใหม่,สันป่าตอง,บ้านแม,501206
เชียงใหม่,สันป่าตอง,บ้านกลาง,501207
เชียงใหม่,สันป่าตอง,ทุ่งสะโตก,501208
เชียงใหม่,สันป่าตอง,ทุ่งต้อม,501210
เชียงใหม่,สันป่าตอง,น้ำบ่อหลวง,501214
เชียงใหม่,สันป่าตอง,มะขุนหวาน,501215
เชียงใหม่,สันกำแพง,สันกำแพง,501301
เชียงใหม่,สันกำแพง,ทรายมูล,501302
เชียงใหม่,สันกำแพง,ร้องวัวแดง,501303
เชียงใหม่,สันกำแพง,บวกค้าง,501304
เชียงใหม่,สันกำแพง,แช่ช้าง,501305
เชียงใหม่,สันกำแพง,ออนใต้,501306
เชียงใหม่,สันกำแพง,แม่ปูคา,501310
เชียงใหม่,สันกำแพง,ห้วยทราย,501311
เชียงใหม่,สันกำแพง,ต้นเปา,501312
เชียงใหม่,สันกำแพง,สันกลาง,501313
เชียงใหม่,สันทราย,สันทรายหลวง,501401
เชียงใหม่,สันทราย,สันทรายน้อย,501402
เชียงใหม่,สันทราย,สันพระเนตร,501403
เชียงใหม่,สันทราย,สันนาเม็ง,501404
เชียงใหม่,สันทราย,สันป่าเปา,501405
เชียงใหม่,สันทราย,หนองแหย่ง,501406
เชียงใหม่,สันทราย,หนองจ๊อม,501407
เชียงใหม่,สันทราย,หนองหาร,501408
เชียงใหม่,สันทราย,แม่แฝก,501409
เชียงใหม่,สันทราย,แม่แฝกใหม่,501410
เชียงใหม่,สันทราย,เมืองเล็น,501411
เชียงใหม่,สันทราย,ป่าไผ่,501412
เชียงใหม่,หางดง,หางดง,501501
เชียงใหม่,หางดง,หนองแก๋ว,501502
เชียงใหม่,หางดง,หารแก้ว,501503
เชียงใหม่,หางดง,หนองตอง,501504
เชียงใหม่,หางดง,ขุนคง,501505
เชียงใหม่,หางดง,สบแม่ข่า,501506
เชียงใหม่,หางดง,บ้านแหวน,501507
เชียงใหม่,หางดง,สันผักหวาน,501508
เชียงใหม่,หางดง,หนองควาย,501509
เชียงใหม่,หางดง,บ้านปง,501510
เชียงใหม่,หางดง,น้ำแพร่,501511
เชียงใหม่,ฮอด,หางดง,501601
เชียงใหม่,ฮอด,ฮอด,501602
เชียงใหม่,ฮอด,บ้านตาล,501603
เชียงใหม่,ฮอด,บ่อหลวง,501604
เชียงใหม่,ฮอด,บ่อสลี,501605
เชียงใหม่,ฮอด,นาคอเรือ,501606
เชียงใหม่,ดอยเต่า,ดอยเต่า,501701
เชียงใหม่,ดอยเต่า,ท่าเดื่อ,501702
เชียงใหม่,ดอยเต่า,มืดกา,501703
เชียงใหม่,ดอยเต่า,บ้านแอ่น,501704
เชียงใหม่,ดอยเต่า,บงตัน,501705
เชียงใหม่,ดอยเต่า,โปงทุ่ง,501706
เชียงใหม่,อมก๋อย,อมก๋อย,501801
เชียงใหม่,อมก๋อย,ยางเปียง,501802
เชียงใหม่,อมก๋อย,แม่ตื่น,501803
เชียงใหม่,อมก๋อย,ม่อนจอง,501804
เชียงใหม่,อมก๋อย,สบโขง,501805
เชียงใหม่,อมก๋อย,นาเกียน,501806
เชียงใหม่,สารภี,ยางเนิ้ง,501901
เชียงใหม่,สารภี,สารภี,501902
เชียงใหม่,สารภี,ชมภู,501903
เชียงใหม่,สารภี,ไชยสถาน,501904
เชียงใหม่,สารภี,ขัวมุง,501905
เชียงใหม่,สารภี,หนองแฝก,501906
เชียงใหม่,สารภี,หนองผึ้ง,501907
เชียงใหม่,สารภี,ท่ากว้าง,501908
เชียงใหม่,สารภี,ดอนแก้ว,501909
เชียงใหม่,สารภี,ท่าวังตาล,501910
เชียงใหม่,สารภี,สันทราย,501911
เชียงใหม่,สารภี,ป่าบง,501912
เชียงใหม่,เวียงแหง,เมืองแหง,502001
เชียงใหม่,เวียงแหง,เปียงหลวง,502002
เชียงใหม่,เวียงแหง,แสนไห,502003
เชียงใหม่,ไชยปราการ,ปงตำ,502101
เชียงใหม่,ไชยปราการ,ศรีดงเย็น,502102
เชียงใหม่,ไชยปราการ,แม่ทะลบ,502103
เชียงใหม่,ไชยปราการ,หนองบัว,502104
เชียงใหม่,แม่วาง,บ้านกาด,502201
เชียงใหม่,แม่วาง,ทุ่งปี้,502202
เชียงใหม่,แม่วาง,ทุ่งรวงทอง,502203
เชียงใหม่,แม่วาง,แม่วิน,502204
เชียงใหม่,แม่วาง,ดอนเปา,502205
เชียงใหม่,แม่ออน,ออนเหนือ,502301
เชียงใหม่,แม่ออน,ออนกลาง,502302
เชียงใหม่,แม่ออน,บ้านสหกรณ์,502303
เชียงใหม่,แม่ออน,ห้วยแก้ว,502304
เชียงใหม่,แม่ออน,แม่ทา,502305
เชียงใหม่,แม่ออน,ทาเหนือ,502306
เชียงใหม่,ดอยหล่อ,ดอยหล่อ,502401
เชียงใหม่,ดอยหล่อ,สองแคว,502402
เชียงใหม่,ดอยหล่อ,ยางคราม,502403
เชียงใหม่,ดอยหล่อ,สันติสุข,502404
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,502501
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,502502
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,502503
ลำพูน,เมืองลำพูน,ในเมือง,510101
ลำพูน,เมืองลำพูน,เหมืองง่า,510102
ลำพูน,เมืองลำพูน,อุโมงค์,510103
ลำพูน,เมืองลำพูน,หนองช้างคืน,510104
ลำพูน,เมืองลำพูน,ประตูป่า,510105
ลำพูน,เมืองลำพูน,ริมปิง,510106
ลำพูน,เมืองลำพูน,ต้นธง,510107
ลำพูน,เมืองลำพูน,บ้านแป้น,510108
ลำพูน,เมืองลำพูน,เหมืองจี้,510109
ลำพูน,เมืองลำพูน,ป่าสัก,510110
ลำพูน,เมืองลำพูน,เวียงยอง,510111
ลำพูน,เมืองลำพูน,บ้านกลาง,510112
ลำพูน,เมืองลำพูน,มะเขือแจ้,510113
ลำพูน,เมืองลำพูน,ศรีบัวบาน,510116
ลำพูน,เมืองลำพูน,หนองหนาม,510117
ลำพูน,แม่ทา,ทาปลาดุก,510201
ลำพูน,แม่ทา,ทาสบเส้า,510202
ลำพูน,แม่ทา,ทากาศ,510203
ลำพูน,แม่ทา,ทาขุมเงิน,510204
ลำพูน,แม่ทา,ทาทุ่งหลวง,510205
ลำพูน,แม่ทา,ทาแม่ลอบ,510206
ลำพูน,บ้านโฮ่ง,บ้านโฮ่ง,510301
ลำพูน,บ้านโฮ่ง,ป่าพลู,510302
ลำพูน,บ้านโฮ่ง,เหล่ายาว,510303
ลำพูน,บ้านโฮ่ง,ศรีเตี้ย,510304
ลำพูน,บ้านโฮ่ง,หนองปลาสวาย,510305
ลำพูน,ลี้,ลี้,510401
ลำพูน,ลี้,แม่ตืน,510402
ลำพูน,ลี้,นาทราย,510403
ลำพูน,ลี้,ดงดำ,510404
ลำพูน,ลี้,ก้อ,510405
ลำพูน,ลี้,แม่ลาน,510406
ลำพูน,ลี้,ป่าไผ่,510408
ลำพูน,ลี้,ศรีวิชัย,510409
ลำพูน,ทุ่งหัวช้าง,ทุ่งหัวช้าง,510501
ลำพูน,ทุ่งหัวช้าง,บ้านปวง,510502
ลำพูน,ทุ่งหัวช้าง,ตะเคียนปม,510503
ลำพูน,ป่าซาง,ปากบ่อง,510601
ลำพูน,ป่าซาง,ป่าซาง,510602
ลำพูน,ป่าซาง,แม่แรง,510603
ลำพูน,ป่าซาง,ม่วงน้อย,510604
ลำพูน,ป่าซาง,บ้านเรือน,510605
ลำพูน,ป่าซาง,มะกอก,510606
ลำพูน,ป่าซาง,ท่าตุ้ม,510607
ลำพูน,ป่าซาง,น้ำดิบ,510608
ลำพูน,ป่าซาง,นครเจดีย์,510611
ลำพูน,บ้านธิ,บ้านธิ,510701
ลำพูน,บ้านธิ,ห้วยยาบ,510702
ลำพูน,เวียงหนองล่อง,หนองล่อง,510801
ลำพูน,เวียงหนองล่อง,หนองยวง,510802
ลำพูน,เวียงหนองล่อง,วังผาง,510803
ลำปาง,เมืองลำปาง,เวียงเหนือ,520101
ลำปาง,เมืองลำปาง,หัวเวียง,520102
ลำปาง,เมืองลำปาง,สวนดอก,520103
ลำปาง,เมืองลำปาง,สบตุ๋ย,520104
ลำปาง,เมืองลำปาง,พระบาท,520105
ลำปาง,เมืองลำปาง,ชมพู,520106
ลำปาง,เมืองลำปาง,กล้วยแพะ,520107
ลำปาง,เมืองลำปาง,ปงแสนทอง,520108
ลำปาง,เมืองลำปาง,บ้านแลง,520109
ลำปาง,เมืองลำปาง,บ้านเสด็จ,520110
ลำปาง,เมืองลำปาง,พิชัย,520111
ลำปาง,เมืองลำปาง,ทุ่งฝาย,520112
ลำปาง,เมืองลำปาง,บ้านเอื้อม,520113
ลำปาง,เมืองลำปาง,บ้านเป้า,520114
ลำปาง,เมืองลำปาง,บ้านค่า,520115
ลำปาง,เมืองลำปาง,บ่อแฮ้ว,520116
ลำปาง,เมืองลำปาง,ต้นธงชัย,520117
ลำปาง,เมืองลำปาง,นิคมพัฒนา,520118
ลำปาง,เมืองลำปาง,บุญนาคพัฒนา,520119
ลำปาง,แม่เมาะ,บ้านดง,520201
ลำปาง,แม่เมาะ,นาสัก,520202
ลำปาง,แม่เมาะ,จางเหนือ,520203
ลำปาง,แม่เมาะ,แม่เมาะ,520204
ลำปาง,แม่เมาะ,สบป้าด,520205
ลำปาง,เกาะคา,ลำปางหลวง,520301
ลำปาง,เกาะคา,นาแก้ว,520302
ลำปาง,เกาะคา,ไหล่หิน,520303
ลำปาง,เกาะคา,วังพร้าว,520304
ลำปาง,เกาะคา,ศาลา,520305
ลำปาง,เกาะคา,เกาะคา,520306
ลำปาง,เกาะคา,นาแส่ง,520307
ลำปาง,เกาะคา,ท่าผา,520308
ลำปาง,เกาะคา,ใหม่พัฒนา,520309
ลำปาง,เสริมงาม,ทุ่งงาม,520401
ลำปาง,เสริมงาม,เสริมขวา,520402
ลำปาง,เสริมงาม,เสริมซ้าย,520403
ลำปาง,เสริมงาม,เสริมกลาง,520404
ลำปาง,งาว,หลวงเหนือ,520501
ลำปาง,งาว,หลวงใต้,520502
ลำปาง,งาว,บ้านโป่ง,520503
ลำปาง,งาว,บ้านร้อง,520504
ลำปาง,งาว,ปงเตา,520505
ลำปาง,งาว,นาแก,520506
ลำปาง,งาว,บ้านอ้อน,520507
ลำปาง,งาว,บ้านแหง,520508
ลำปาง,งาว,บ้านหวด,520509
ลำปาง,งาว,แม่ตีบ,520510
ลำปาง,แจ้ห่ม,แจ้ห่ม,520601
ลำปาง,แจ้ห่ม,บ้านสา,520602
ลำปาง,แจ้ห่ม,ปงดอน,520603
ลำปาง,แจ้ห่ม,แม่สุก,520604
ลำปาง,แจ้ห่ม,เมืองมาย,520605
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,520606
ลำปาง,แจ้ห่ม,วิเชตนคร,520607
ลำปาง,วังเหนือ,ทุ่งฮั้ว,520701
ลำปาง,วังเหนือ,วังเหนือ,520702
ลำปาง,วังเหนือ,วังใต้,520703
ลำปาง,วังเหนือ,ร่องเคาะ,520704
ลำปาง,วังเหนือ,วังทอง,520705
ลำปาง,วังเหนือ,วังซ้าย,520706
ลำปาง,วังเหนือ,วังแก้ว,520707
ลำปาง,วังเหนือ,วังทรายคำ,520708
ลำปาง,เถิน,ล้อมแรด,520801
ลำปาง,เถิน,แม่วะ,520802
ลำปาง,เถิน,แม่ปะ,520803
ลำปาง,เถิน,แม่มอก,520804
ลำปาง,เถิน,เวียงมอก,520805
ลำปาง,เถิน,นาโป่ง,520806
ลำปาง,เถิน,แม่ถอด,520807
ลำปาง,เถิน,เถินบุรี,520808
ลำปาง,แม่พริก,แม่พริก,520901
ลำปาง,แม่พริก,ผาปัง,520902
ลำปาง,แม่พริก,แม่ปุ,520903
ลำปาง,แม่พริก,พระบาทวังตวง,520904
ลำปาง,แม่ทะ,แม่ทะ,521001
ลำปาง,แม่ทะ,นาครัว,521002
ลำปาง,แม่ทะ,ป่าตัน,521003
ลำปาง,แม่ทะ,บ้านกิ่ว,521004
ลำปาง,แม่ทะ,บ้านบอม,521005
ลำปาง,แม่ทะ,น้ำโจ้,521006
ลำปาง,แม่ทะ,ดอนไฟ,521007
ลำปาง,แม่ทะ,หัวเสือ,521008
ลำปาง,แม่ทะ,วังเงิน,521009
ลำปาง,แม่ทะ,สันดอนแก้ว,521011
ลำปาง,สบปราบ,สบปราบ,521101
ลำปาง,สบปราบ,สมัย,521102
ลำปาง,สบปราบ,แม่กัวะ,521103
ลำปาง,สบปราบ,นายาง,521104
ลำปาง,ห้างฉัตร,ห้างฉัตร,521201
ลำปาง,ห้างฉัตร,หนองหล่ม,521202
ลำปาง,ห้างฉัตร,เมืองยาว,521203
ลำปาง,ห้างฉัตร,ปงยางคก,521204
ลำปาง,ห้างฉัตร,เวียงตาล,521205
ลำปาง,ห้างฉัตร,แม่สัน,521206
ลำปาง,ห้างฉัตร,วอแก้ว,521207
ลำปาง,เมืองปาน,เมืองปาน,521301
ลำปาง,เมืองปาน,บ้านขอ,521302
ลำปาง,เมืองปาน,ทุ่งกว๋าว,521303
ลำปาง,เมืองปาน,แจ้ซ้อน,521304
ลำปาง,เมืองปาน,หัวเมือง,521305
อุตรดิตถ์,เมืองอุตรดิตถ์,ท่าอิฐ,530101
อุตรดิตถ์,เมืองอุตรดิตถ์,ท่าเสา,530102
อุตรดิตถ์,เมืองอุตรดิตถ์,บ้านเกาะ,530103
อุตรดิตถ์,เมืองอุตรดิตถ์,ป่าเซ่า,530104
อุตรดิตถ์,เมืองอุตรดิตถ์,คุ้งตะเภา,530105
อุตรดิตถ์,เมืองอุตรดิตถ์,วังกะพี้,530106
อุตรดิตถ์,เมืองอุตรดิตถ์,หาดกรวด,530107
อุตรดิตถ์,เมืองอุตรดิตถ์,น้ำริด,530108
อุตรดิตถ์,เมืองอุตรดิตถ์,งิ้วงาม,530109
อุตรดิตถ์,เมืองอุตรดิตถ์,บ้านด่านนาขาม,530110
อุตรดิตถ์,เมืองอุตรดิตถ์,บ้านด่าน,530111
อุตรดิตถ์,เมืองอุตรดิตถ์,ผาจุก,530112
อุตรดิตถ์,เมืองอุตรดิตถ์,วังดิน,530113
อุตรดิตถ์,เมืองอุตรดิตถ์,แสนตอ,530114
อุตรดิตถ์,เมืองอุตรดิตถ์,หาดงิ้ว,530115
อุตรดิตถ์,เมืองอุตรดิตถ์,ขุนฝาง,530116
อุตรดิตถ์,เมืองอุตรดิตถ์,ถ้ำฉลอง,530117
อุตรดิตถ์,ตรอน,วังแดง,530201
อุตรดิตถ์,ตรอน,บ้านแก่ง,530202
อุตรดิตถ์,ตรอน,หาดสองแคว,530203
อุตรดิตถ์,ตรอน,น้ำอ่าง,530204
อุตรดิตถ์,ตรอน,ข่อยสูง,530205
อุตรดิตถ์,ท่าปลา,ท่าปลา,530301
อุตรดิตถ์,ท่าปลา,หาดล้า,530302
อุตรดิตถ์,ท่าปลา,ผาเลือด,530303
อุตรดิตถ์,ท่าปลา,จริม,530304
อุตรดิตถ์,ท่าปลา,น้ำหมัน,530305
อุตรดิตถ์,ท่าปลา,นางพญา,530307
อุตรดิตถ์,ท่าปลา,ร่วมจิต,530308
อุตรดิตถ์,น้ำปาด,แสนตอ,530401
อุตรดิตถ์,น้ำปาด,บ้านฝาย,530402
อุตรดิตถ์,น้ำปาด,เด่นเหล็ก,530403
อุตรดิตถ์,น้ำปาด,น้ำไคร้,530404
อุตรดิตถ์,น้ำปาด,น้ำไผ่,530405
อุตรดิตถ์,น้ำปาด,ห้วยมุ่น,530406
อุตรดิตถ์,น้ำปาด,ท่าแฝก,530407
อุตรดิตถ์,ฟากท่า,ฟากท่า,530501
อุตรดิตถ์,ฟากท่า,สองคอน,530502
อุตรดิตถ์,ฟากท่า,บ้านเสี้ยว,530503
อุตรดิตถ์,ฟากท่า,สองห้อง,530504
อุตรดิตถ์,บ้านโคก,ม่วงเจ็ดต้น,530601
อุตรดิตถ์,บ้านโคก,บ้านโคก,530602
อุตรดิตถ์,บ้านโคก,นาขุม,530603
อุตรดิตถ์,บ้านโคก,บ่อเบี้ย,530604
อุตรดิตถ์,พิชัย,ในเมือง,530701
อุตรดิตถ์,พิชัย,บ้านดารา,530702
อุตรดิตถ์,พิชัย,ไร่อ้อย,530703
อุตรดิตถ์,พิชัย,ท่าสัก,530704
อุตรดิตถ์,พิชัย,คอรุม,530705
อุตรดิตถ์,พิชัย,บ้านหม้อ,530706
อุตรดิตถ์,พิชัย,ท่ามะเฟือง,530707
อุตรดิตถ์,พิชัย,บ้านโคน,530708
อุตรดิตถ์,พิชัย,พญาแมน,530709
อุตรดิตถ์,พิชัย,นาอิน,530710
อุตรดิตถ์,พิชัย,นายาง,530711
อุตรดิตถ์,ลับแล,ศรีพนมมาศ,530801
อุตรดิตถ์,ลับแล,แม่พูล,530802
อุตรดิตถ์,ลับแล,นานกกก,530803
อุตรดิตถ์,ลับแล,ฝายหลวง,530804
อุตรดิตถ์,ลับแล,ชัยจุมพล,530805
อุตรดิตถ์,ลับแล,ไผ่ล้อม,530806
อุตรดิตถ์,ลับแล,ทุ่งยั้ง,530807
อุตรดิตถ์,ลับแล,ด่านแม่คำมัน,530808
อุตรดิตถ์,ทองแสนขัน,ผักขวง,530901
อุตรดิตถ์,ทองแสนขัน,บ่อทอง,530902
อุตรดิตถ์,ทองแสนขัน,ป่าคาย,530903
อุตรดิตถ์,ทองแสนขัน,น้ำพี้,530904
แพร่,เมืองแพร่,ในเวียง,540101
แพร่,เมืองแพร่,นาจักร,540102
แพร่,เมืองแพร่,น้ำชำ,540103
แพร่,เมืองแพร่,ป่าแดง,540104
แพร่,เมืองแพร่,ทุ่งโฮ้ง,540105
แพร่,เมืองแพร่,เหมืองหม้อ,540106
แพร่,เมืองแพร่,วังธง,540107
แพร่,เมืองแพร่,แม่หล่าย,540108
แพร่,เมืองแพร่,ห้วยม้า,540109
แพร่,เมืองแพร่,ป่าแมต,540110
แพร่,เมืองแพร่,บ้านถิ่น,540111
แพร่,เมืองแพร่,สวนเขื่อน,540112
